交易 #,类型,信号,日期/时间,价格 USDT,合约,获利 USDT,获利 %,累计获利 USDT,累计获利 %,最大交易获利 USDT,最大交易获利 %,交易亏损 USDT,交易亏损 %
507,多头出场,开盘价,,,,,,,,,,,
507,多头进场,BUY,2023/6/16 2:30,25156.71,,,,,,,,,
506,空头出场,BUY,2023/6/16 2:30,25156.71,1,721.45,2.79,194158.22,0.32,1078.41,4.17,126.69,0.49
506,空头进场,SELL,2023/6/15 2:30,25878.67,1,721.45,2.79,194158.22,0.32,1078.41,4.17,126.69,0.49
505,多头出场,SELL,2023/6/15 2:30,25878.67,1,-131.85,-0.51,193436.78,-0.06,87.74,0.34,256.88,0.99
505,多头进场,BUY,2023/6/14 20:30,26010,1,-131.85,-0.51,193436.78,-0.06,87.74,0.34,256.88,0.99
504,空头出场,BUY,2023/6/14 20:30,26010,1,-6.53,-0.03,193568.62,0,291.16,1.12,52.26,0.2
504,空头进场,SELL,2023/6/13 22:30,26003.99,1,-6.53,-0.03,193568.62,0,291.16,1.12,52.26,0.2
503,多头出场,SELL,2023/6/13 22:30,26003.99,1,177.29,0.69,193575.16,0.08,606.77,2.35,224.33,0.87
503,多头进场,BUY,2023/6/11 8:30,25826.18,1,177.29,0.69,193575.16,0.08,606.77,2.35,224.33,0.87
502,空头出场,BUY,2023/6/11 8:30,25826.18,1,671.11,2.53,193397.86,0.3,1139.55,4.3,36.32,0.14
502,空头进场,SELL,2023/6/10 0:30,26497.81,1,671.11,2.53,193397.86,0.3,1139.55,4.3,36.32,0.14
501,多头出场,SELL,2023/6/10 0:30,26497.81,1,11.57,0.04,192726.75,0.01,324.03,1.22,216.06,0.82
501,多头进场,BUY,2023/6/8 22:30,26485.71,1,11.57,0.04,192726.75,0.01,324.03,1.22,216.06,0.82
500,空头出场,BUY,2023/6/8 22:30,26485.71,1,-169.55,-0.64,192715.19,-0.08,191.42,0.73,259.52,0.99
500,空头进场,SELL,2023/6/8 0:30,26316.69,1,-169.55,-0.64,192715.19,-0.08,191.42,0.73,259.52,0.99
499,多头出场,SELL,2023/6/8 0:30,26316.69,1,765.78,3,192884.73,0.34,1841.12,7.21,164.85,0.65
499,多头进场,BUY,2023/6/6 20:30,25550.39,1,765.78,3,192884.73,0.34,1841.12,7.21,164.85,0.65
498,空头出场,BUY,2023/6/6 20:30,25550.39,1,1696.19,6.23,192118.95,0.77,1895.82,6.96,92.25,0.34
498,空头进场,SELL,2023/6/5 6:30,27247.11,1,1696.19,6.23,192118.95,0.77,1895.82,6.96,92.25,0.34
497,多头出场,SELL,2023/6/5 6:30,27247.11,1,122.76,0.45,190422.77,0.06,330.94,1.22,0.27,0
497,多头进场,BUY,2023/6/4 16:30,27123.81,1,122.76,0.45,190422.77,0.06,330.94,1.22,0.27,0
496,空头出场,BUY,2023/6/4 16:30,27123.81,1,-21.61,-0.08,190300,-0.01,187.54,0.69,61.47,0.23
496,空头进场,SELL,2023/6/4 4:30,27102.74,1,-21.61,-0.08,190300,-0.01,187.54,0.69,61.47,0.23
495,多头出场,SELL,2023/6/4 4:30,27102.74,1,234.98,0.87,190321.61,0.11,465.8,1.73,362.49,1.35
495,多头进场,BUY,2023/6/1 22:30,26867.22,1,234.98,0.87,190321.61,0.11,465.8,1.73,362.49,1.35
494,空头出场,BUY,2023/6/1 22:30,26867.22,1,1030.43,3.69,190086.64,0.47,1292.87,4.63,140.67,0.5
494,空头进场,SELL,2023/5/29 20:30,27898.2,1,1030.43,3.69,190086.64,0.47,1292.87,4.63,140.67,0.5
493,多头出场,SELL,2023/5/29 20:30,27898.2,1,1156.6,4.33,189056.2,0.53,1705.82,6.38,13.26,0.05
493,多头进场,BUY,2023/5/28 4:30,26741.05,1,1156.6,4.33,189056.2,0.53,1705.82,6.38,13.26,0.05
492,空头出场,BUY,2023/5/28 4:30,26741.05,1,-13.54,-0.05,187899.6,-0.01,176.77,0.66,118.23,0.44
492,空头进场,SELL,2023/5/27 20:30,26728.04,1,-13.54,-0.05,187899.6,-0.01,176.77,0.66,118.23,0.44
491,多头出场,SELL,2023/5/27 20:30,26728.04,1,315.52,1.19,187913.14,0.15,519.91,1.97,243.65,0.92
491,多头进场,BUY,2023/5/25 20:30,26411.99,1,315.52,1.19,187913.14,0.15,519.91,1.97,243.65,0.92
490,空头出场,BUY,2023/5/25 20:30,26411.99,1,785.01,2.89,187597.62,0.36,1325.38,4.87,52.11,0.19
490,空头进场,SELL,2023/5/24 6:30,27197.54,1,785.01,2.89,187597.62,0.36,1325.38,4.87,52.11,0.19
489,多头出场,SELL,2023/5/24 6:30,27197.54,1,370.98,1.38,186812.61,0.17,669.54,2.5,123.38,0.46
489,多头进场,BUY,2023/5/22 20:30,26826.02,1,370.98,1.38,186812.61,0.17,669.54,2.5,123.38,0.46
488,空头出场,BUY,2023/5/22 20:30,26826.02,1,231.39,0.86,186441.62,0.11,519.47,1.92,4.46,0.02
488,空头进场,SELL,2023/5/21 18:30,27057.95,1,231.39,0.86,186441.62,0.11,519.47,1.92,4.46,0.02
487,多头出场,SELL,2023/5/21 18:30,27057.95,1,161.97,0.6,186210.23,0.07,381.84,1.42,114.98,0.43
487,多头进场,BUY,2023/5/20 0:30,26895.44,1,161.97,0.6,186210.23,0.07,381.84,1.42,114.98,0.43
486,空头出场,BUY,2023/5/20 0:30,26895.44,1,413.01,1.51,186048.27,0.19,947.52,3.47,95.79,0.35
486,空头进场,SELL,2023/5/18 22:30,27308.99,1,413.01,1.51,186048.27,0.19,947.52,3.47,95.79,0.35
485,多头出场,SELL,2023/5/18 22:30,27308.99,1,163.58,0.6,185635.27,0.08,354.86,1.31,54.43,0.2
485,多头进场,BUY,2023/5/18 2:30,27144.87,1,163.58,0.6,185635.27,0.08,354.86,1.31,54.43,0.2
484,空头出场,BUY,2023/5/18 2:30,27144.87,1,222.57,0.81,185471.69,0.1,823.01,3.01,0.28,0
484,空头进场,SELL,2023/5/16 6:30,27367.99,1,222.57,0.81,185471.69,0.1,823.01,3.01,0.28,0
483,多头出场,SELL,2023/5/16 6:30,27367.99,1,963.46,3.65,185249.11,0.45,1259.34,4.77,28.91,0.11
483,多头进场,BUY,2023/5/13 4:30,26403.99,1,963.46,3.65,185249.11,0.45,1259.34,4.77,28.91,0.11
482,空头出场,BUY,2023/5/13 4:30,26403.99,1,1141.28,4.14,184285.66,0.54,1734.07,6.3,84.61,0.31
482,空头进场,SELL,2023/5/11 10:30,27545.81,1,1141.28,4.14,184285.66,0.54,1734.07,6.3,84.61,0.31
481,多头出场,SELL,2023/5/11 10:30,27545.81,1,60.64,0.22,183144.38,0.03,846.53,3.08,707.89,2.58
481,多头进场,BUY,2023/5/9 14:30,27484.62,1,60.64,0.22,183144.38,0.03,846.53,3.08,707.89,2.58
480,空头出场,BUY,2023/5/9 14:30,27484.62,1,1318.77,4.58,183083.73,0.62,1541.66,5.35,7.53,0.03
480,空头进场,SELL,2023/5/8 6:30,28803.95,1,1318.77,4.58,183083.73,0.62,1541.66,5.35,7.53,0.03
479,多头出场,SELL,2023/5/8 6:30,28803.95,1,-128.07,-0.44,181764.97,-0.06,164.15,0.57,215.73,0.75
479,多头进场,BUY,2023/5/7 22:30,28931.44,1,-128.07,-0.44,181764.97,-0.06,164.15,0.57,215.73,0.75
478,空头出场,BUY,2023/5/7 22:30,28931.44,1,440.89,1.5,181893.03,0.21,1072.62,3.65,64.39,0.22
478,空头进场,SELL,2023/5/6 12:30,29372.91,1,440.89,1.5,181893.03,0.21,1072.62,3.65,64.39,0.22
477,多头出场,SELL,2023/5/6 12:30,29372.91,1,208.73,0.72,181452.14,0.1,656.12,2.25,4.63,0.02
477,多头进场,BUY,2023/5/5 22:30,29163.59,1,208.73,0.72,181452.14,0.1,656.12,2.25,4.63,0.02
476,空头出场,BUY,2023/5/5 22:30,29163.59,1,-50.45,-0.17,181243.4,-0.02,313.43,1.08,160.8,0.55
476,空头进场,SELL,2023/5/5 16:30,29113.72,1,-50.45,-0.17,181243.4,-0.02,313.43,1.08,160.8,0.55
475,多头出场,SELL,2023/5/5 16:30,29113.72,1,227.21,0.79,181293.86,0.11,644.78,2.23,6.19,0.02
475,多头进场,BUY,2023/5/5 8:30,28885.93,1,227.21,0.79,181293.86,0.11,644.78,2.23,6.19,0.02
474,空头出场,BUY,2023/5/5 8:30,28885.93,1,-26.51,-0.09,181066.66,-0.01,186.12,0.64,113.21,0.39
474,空头进场,SELL,2023/5/4 22:30,28860,1,-26.51,-0.09,181066.66,-0.01,186.12,0.64,113.21,0.39
473,多头出场,SELL,2023/5/4 22:30,28860,1,446.33,1.57,181093.16,0.21,966.45,3.4,128.19,0.45
473,多头进场,BUY,2023/5/4 4:30,28413.1,1,446.33,1.57,181093.16,0.21,966.45,3.4,128.19,0.45
472,空头出场,BUY,2023/5/4 4:30,28413.1,1,104.26,0.37,180646.83,0.05,306.56,1.07,93.46,0.33
472,空头进场,SELL,2023/5/4 2:30,28517.93,1,104.26,0.37,180646.83,0.05,306.56,1.07,93.46,0.33
471,多头出场,SELL,2023/5/4 2:30,28517.93,1,537.25,1.92,180542.58,0.26,899.48,3.21,70.4,0.25
471,多头进场,BUY,2023/5/2 18:30,27980.12,1,537.25,1.92,180542.58,0.26,899.48,3.21,70.4,0.25
470,空头出场,BUY,2023/5/2 18:30,27980.12,1,1321.06,4.51,180005.33,0.63,1634.51,5.58,35.88,0.12
470,空头进场,SELL,2023/5/1 8:30,29301.75,1,1321.06,4.51,180005.33,0.63,1634.51,5.58,35.88,0.12
469,多头出场,SELL,2023/5/1 8:30,29301.75,1,29.19,0.1,178684.27,0.01,697.13,2.38,111.3,0.38
469,多头进场,BUY,2023/4/30 22:30,29271.97,1,29.19,0.1,178684.27,0.01,697.13,2.38,111.3,0.38
468,空头出场,BUY,2023/4/30 22:30,29271.97,1,197.79,0.67,178655.08,0.09,579.06,1.96,96.86,0.33
468,空头进场,SELL,2023/4/28 12:30,29470.35,1,197.79,0.67,178655.08,0.09,579.06,1.96,96.86,0.33
467,多头出场,SELL,2023/4/28 12:30,29470.35,1,-159.49,-0.54,178457.28,-0.08,260.45,0.88,374.02,1.26
467,多头进场,BUY,2023/4/28 2:30,29629.25,1,-159.49,-0.54,178457.28,-0.08,260.45,0.88,374.02,1.26
466,空头出场,BUY,2023/4/28 2:30,29629.25,1,-2079.45,-7.55,178616.77,-0.99,7.13,0.03,2190.47,7.95
466,空头进场,SELL,2023/4/27 4:30,27550.37,1,-2079.45,-7.55,178616.77,-0.99,7.13,0.03,2190.47,7.95
465,多头出场,SELL,2023/4/27 4:30,27550.37,1,251.77,0.92,180696.22,0.12,2737.68,10.03,99.15,0.36
465,多头进场,BUY,2023/4/25 22:30,27298.05,1,251.77,0.92,180696.22,0.12,2737.68,10.03,99.15,0.36
464,空头出场,BUY,2023/4/25 22:30,27298.05,1,312.09,1.13,180444.45,0.15,667.59,2.42,15.24,0.06
464,空头进场,SELL,2023/4/24 22:30,27610.69,1,312.09,1.13,180444.45,0.15,667.59,2.42,15.24,0.06
463,多头出场,SELL,2023/4/24 22:30,27610.69,1,255.2,0.93,180132.36,0.12,365.36,1.34,12.92,0.05
463,多头进场,BUY,2023/4/24 18:30,27354.94,1,255.2,0.93,180132.36,0.12,365.36,1.34,12.92,0.05
462,空头出场,BUY,2023/4/24 18:30,27354.94,1,37.83,0.14,179877.16,0.02,235.91,0.86,25.73,0.09
462,空头进场,SELL,2023/4/24 16:30,27393.32,1,37.83,0.14,179877.16,0.02,235.91,0.86,25.73,0.09
461,多头出场,SELL,2023/4/24 16:30,27393.32,1,152.77,0.56,179839.33,0.07,759.73,2.79,56.03,0.21
461,多头进场,BUY,2023/4/22 16:30,27240,1,152.77,0.56,179839.33,0.07,759.73,2.79,56.03,0.21
460,空头出场,BUY,2023/4/22 16:30,27240,1,695.78,2.49,179686.56,0.33,811.05,2.9,3.51,0.01
460,空头进场,SELL,2023/4/22 2:30,27936.33,1,695.78,2.49,179686.56,0.33,811.05,2.9,3.51,0.01
459,多头出场,SELL,2023/4/22 2:30,27936.33,1,-189.37,-0.67,178990.78,-0.09,183.03,0.65,348.41,1.24
459,多头进场,BUY,2023/4/21 16:30,28125.14,1,-189.37,-0.67,178990.78,-0.09,183.03,0.65,348.41,1.24
458,空头出场,BUY,2023/4/21 16:30,28125.14,1,1158.14,3.95,179180.16,0.56,1467.67,5.01,216.44,0.74
458,空头进场,SELL,2023/4/19 16:30,29283.85,1,1158.14,3.95,179180.16,0.56,1467.67,5.01,216.44,0.74
457,多头出场,SELL,2023/4/19 16:30,29283.85,1,-422.2,-1.42,178022.02,-0.2,779.24,2.62,705.76,2.38
457,多头进场,BUY,2023/4/18 14:30,29705.46,1,-422.2,-1.42,178022.02,-0.2,779.24,2.62,705.76,2.38
456,空头出场,BUY,2023/4/18 14:30,29705.46,1,349.64,1.16,178444.22,0.17,958.62,3.19,61.6,0.2
456,空头进场,SELL,2023/4/17 8:30,30055.7,1,349.64,1.16,178444.22,0.17,958.62,3.19,61.6,0.2
455,多头出场,SELL,2023/4/17 8:30,30055.7,1,-226.79,-0.75,178094.56,-0.11,267.8,0.88,249.19,0.82
455,多头进场,BUY,2023/4/17 0:30,30281.89,1,-226.79,-0.75,178094.56,-0.11,267.8,0.88,249.19,0.82
454,空头出场,BUY,2023/4/17 0:30,30281.89,1,320.4,1.05,178321.36,0.15,636.59,2.08,35.41,0.12
454,空头进场,SELL,2023/4/14 22:30,30602.9,1,320.4,1.05,178321.36,0.15,636.59,2.08,35.41,0.12
453,多头出场,SELL,2023/4/14 22:30,30602.9,1,301.49,0.99,178000.97,0.15,698.9,2.31,96.1,0.32
453,多头进场,BUY,2023/4/13 22:30,30300.8,1,301.49,0.99,178000.97,0.15,698.9,2.31,96.1,0.32
452,空头出场,BUY,2023/4/13 22:30,30300.8,1,-226.35,-0.75,177699.47,-0.11,437.35,1.45,411.25,1.37
452,空头进场,SELL,2023/4/12 4:30,30075.05,1,-226.35,-0.75,177699.47,-0.11,437.35,1.45,411.25,1.37
451,多头出场,SELL,2023/4/12 4:30,30075.05,1,2149.22,7.7,177925.83,1.04,2624.47,9.4,6.75,0.02
451,多头进场,BUY,2023/4/10 2:30,27925.25,1,2149.22,7.7,177925.83,1.04,2624.47,9.4,6.75,0.02
450,空头出场,BUY,2023/4/10 2:30,27925.25,1,22.91,0.08,175776.61,0.01,148.44,0.53,24.95,0.09
450,空头进场,SELL,2023/4/9 14:30,27948.72,1,22.91,0.08,175776.61,0.01,148.44,0.53,24.95,0.09
449,多头出场,SELL,2023/4/9 14:30,27948.72,1,-61.9,-0.22,175753.69,-0.03,73.11,0.26,98.34,0.35
449,多头进场,BUY,2023/4/9 8:30,28010.06,1,-61.9,-0.22,175753.69,-0.03,73.11,0.26,98.34,0.35
448,空头出场,BUY,2023/4/9 8:30,28010.06,1,-56.64,-0.2,175815.6,-0.03,67.84,0.24,61.59,0.22
448,空头进场,SELL,2023/4/9 4:30,27953.98,1,-56.64,-0.2,175815.6,-0.03,67.84,0.24,61.59,0.22
447,多头出场,SELL,2023/4/9 4:30,27953.98,1,44.98,0.16,175872.23,0.02,246.27,0.88,69.7,0.25
447,多头进场,BUY,2023/4/8 0:30,27908.44,1,44.98,0.16,175872.23,0.02,246.27,0.88,69.7,0.25
446,空头出场,BUY,2023/4/8 0:30,27908.44,1,38.39,0.14,175827.25,0.02,180.17,0.64,37.64,0.13
446,空头进场,SELL,2023/4/7 14:30,27947.39,1,38.39,0.14,175827.25,0.02,180.17,0.64,37.64,0.13
445,多头出场,SELL,2023/4/7 14:30,27947.39,1,-78.28,-0.28,175788.86,-0.04,74.61,0.27,162.16,0.58
445,多头进场,BUY,2023/4/7 8:30,28025.11,1,-78.28,-0.28,175788.86,-0.04,74.61,0.27,162.16,0.58
444,空头出场,BUY,2023/4/7 8:30,28025.11,1,151.61,0.54,175867.14,0.07,466,1.65,131.04,0.47
444,空头进场,SELL,2023/4/5 22:30,28177.28,1,151.61,0.54,175867.14,0.07,466,1.65,131.04,0.47
443,多头出场,SELL,2023/4/5 22:30,28177.28,1,273.66,0.98,175715.53,0.13,871.66,3.12,26.87,0.1
443,多头进场,BUY,2023/4/4 14:30,27903.06,1,273.66,0.98,175715.53,0.13,871.66,3.12,26.87,0.1
442,空头出场,BUY,2023/4/4 14:30,27903.06,1,-145.82,-0.53,175441.88,-0.07,557.28,2.01,242.48,0.87
442,空头进场,SELL,2023/4/4 4:30,27757.8,1,-145.82,-0.53,175441.88,-0.07,557.28,2.01,242.48,0.87
441,多头出场,SELL,2023/4/4 4:30,27757.8,1,-652.17,-2.3,175587.69,-0.32,91.3,0.32,783.17,2.76
441,多头进场,BUY,2023/4/3 18:30,28409.41,1,-652.17,-2.3,175587.69,-0.32,91.3,0.32,783.17,2.76
440,空头出场,BUY,2023/4/3 18:30,28409.41,1,17.93,0.06,176239.86,0.01,867.63,3.05,149.37,0.53
440,空头进场,SELL,2023/4/1 18:30,28427.91,1,17.93,0.06,176239.86,0.01,867.63,3.05,149.37,0.53
439,多头出场,SELL,2023/4/1 18:30,28427.91,1,19.5,0.07,176221.92,0.01,411.59,1.45,145.25,0.51
439,多头进场,BUY,2023/3/31 22:30,28407.84,1,19.5,0.07,176221.92,0.01,411.59,1.45,145.25,0.51
438,空头出场,BUY,2023/3/31 22:30,28407.84,1,199.01,0.7,176202.42,0.1,1095.42,3.83,84.32,0.29
438,空头进场,SELL,2023/3/30 20:30,28607.42,1,199.01,0.7,176202.42,0.1,1095.42,3.83,84.32,0.29
437,多头出场,SELL,2023/3/30 20:30,28607.42,1,1704.46,6.34,176003.42,0.83,2282,8.48,40.86,0.15
437,多头进场,BUY,2023/3/29 2:30,26902.41,1,1704.46,6.34,176003.42,0.83,2282,8.48,40.86,0.15
436,空头出场,BUY,2023/3/29 2:30,26902.41,1,923.69,3.32,174298.97,0.45,1318.23,4.74,23.63,0.08
436,空头进场,SELL,2023/3/27 20:30,27826.65,1,923.69,3.32,174298.97,0.45,1318.23,4.74,23.63,0.08
435,多头出场,SELL,2023/3/27 20:30,27826.65,1,387.26,1.41,173375.27,0.19,755.29,2.75,3.54,0.01
435,多头进场,BUY,2023/3/26 8:30,27438.84,1,387.26,1.41,173375.27,0.19,755.29,2.75,3.54,0.01
434,空头出场,BUY,2023/3/26 8:30,27438.84,1,656.42,2.34,172988.02,0.32,1095.54,3.9,124.46,0.44
434,空头进场,SELL,2023/3/24 22:30,28095.82,1,656.42,2.34,172988.02,0.32,1095.54,3.9,124.46,0.44
433,多头出场,SELL,2023/3/24 22:30,28095.82,1,737.22,2.69,172331.6,0.37,1391.68,5.09,32.48,0.12
433,多头进场,BUY,2023/3/23 22:30,27358.05,1,737.22,2.69,172331.6,0.37,1391.68,5.09,32.48,0.12
432,空头出场,BUY,2023/3/23 22:30,27358.05,1,1111.39,3.9,171594.38,0.55,1867.92,6.56,117.28,0.41
432,空头进场,SELL,2023/3/23 2:30,28470,1,1111.39,3.9,171594.38,0.55,1867.92,6.56,117.28,0.41
431,多头出场,SELL,2023/3/23 2:30,28470,1,72.87,0.26,170482.98,0.04,471.21,1.66,166.84,0.59
431,多头进场,BUY,2023/3/22 22:30,28396.56,1,72.87,0.26,170482.98,0.04,471.21,1.66,166.84,0.59
430,空头出场,BUY,2023/3/22 22:30,28396.56,1,-228.35,-0.81,170410.11,-0.11,168.5,0.6,251.5,0.89
430,空头进场,SELL,2023/3/22 14:30,28168.78,1,-228.35,-0.81,170410.11,-0.11,168.5,0.6,251.5,0.89
429,多头出场,SELL,2023/3/22 14:30,28168.78,1,68.89,0.25,170638.45,0.03,188.39,0.67,78.61,0.28
429,多头进场,BUY,2023/3/22 10:30,28099.33,1,68.89,0.25,170638.45,0.03,188.39,0.67,78.61,0.28
428,空头出场,BUY,2023/3/22 10:30,28099.33,1,38.47,0.14,170569.56,0.02,238.08,0.85,76.91,0.27
428,空头进场,SELL,2023/3/22 4:30,28138.36,1,38.47,0.14,170569.56,0.02,238.08,0.85,76.91,0.27
427,多头出场,SELL,2023/3/22 4:30,28138.36,1,10.08,0.04,170531.1,0.01,98.33,0.35,126.99,0.45
427,多头进场,BUY,2023/3/22 2:30,28127.72,1,10.08,0.04,170531.1,0.01,98.33,0.35,126.99,0.45
426,空头出场,BUY,2023/3/22 2:30,28127.72,1,54.95,0.19,170521.02,0.03,879.85,3.12,255.6,0.91
426,空头进场,SELL,2023/3/20 20:30,28183.23,1,54.95,0.19,170521.02,0.03,879.85,3.12,255.6,0.91
425,多头出场,SELL,2023/3/20 20:30,28183.23,1,-14.87,-0.05,170466.08,-0.01,274.18,0.97,278.16,0.99
425,多头进场,BUY,2023/3/20 16:30,28197.54,1,-14.87,-0.05,170466.08,-0.01,274.18,0.97,278.16,0.99
424,空头出场,BUY,2023/3/20 16:30,28197.54,1,-562.02,-2.03,170480.95,-0.28,511.33,1.85,706.2,2.56
424,空头进场,SELL,2023/3/20 10:30,27636.08,1,-562.02,-2.03,170480.95,-0.28,511.33,1.85,706.2,2.56
423,多头出场,SELL,2023/3/20 10:30,27636.08,1,-346.1,-1.24,171042.97,-0.17,408.2,1.46,481.9,1.72
423,多头进场,BUY,2023/3/20 2:30,27981.62,1,-346.1,-1.24,171042.97,-0.17,408.2,1.46,481.9,1.72
422,空头出场,BUY,2023/3/20 2:30,27981.62,1,-553.83,-2.02,171389.06,-0.27,850.07,3.1,758.8,2.77
422,空头进场,SELL,2023/3/18 20:30,27428.34,1,-553.83,-2.02,171389.06,-0.27,850.07,3.1,758.8,2.77
421,多头出场,SELL,2023/3/18 20:30,27428.34,1,2707.84,10.95,171942.9,1.36,3036.61,12.28,96.71,0.39
421,多头进场,BUY,2023/3/17 2:30,24719.98,1,2707.84,10.95,171942.9,1.36,3036.61,12.28,96.71,0.39
420,空头出场,BUY,2023/3/17 2:30,24719.98,1,164.25,0.66,169235.06,0.08,987.53,3.97,312.49,1.26
420,空头进场,SELL,2023/3/15 4:30,24884.73,1,164.25,0.66,169235.06,0.08,987.53,3.97,312.49,1.26
419,多头出场,SELL,2023/3/15 4:30,24884.73,1,4977.49,25,169070.81,2.56,6479.88,32.55,141.96,0.71
419,多头进场,BUY,2023/3/11 2:30,19906.79,1,4977.49,25,169070.81,2.56,6479.88,32.55,141.96,0.71
418,空头出场,BUY,2023/3/11 2:30,19906.79,1,2504.89,11.18,164093.31,1.31,2862.79,12.77,78,0.35
418,空头进场,SELL,2023/3/7 16:30,22412.1,1,2504.89,11.18,164093.31,1.31,2862.79,12.77,78,0.35
417,多头出场,SELL,2023/3/7 16:30,22412.1,1,38.73,0.17,161588.42,0.02,288.95,1.29,216.06,0.97
417,多头进场,BUY,2023/3/4 8:30,22372.92,1,38.73,0.17,161588.42,0.02,288.95,1.29,216.06,0.97
416,空头出场,BUY,2023/3/4 8:30,22372.92,1,1041.62,4.45,161549.69,0.55,1443.64,6.17,382.16,1.63
416,空头进场,SELL,2023/3/2 4:30,23415,1,1041.62,4.45,161549.69,0.55,1443.64,6.17,382.16,1.63
415,多头出场,SELL,2023/3/2 4:30,23415,1,-53.52,-0.23,160508.08,-0.03,531.72,2.27,168.28,0.72
415,多头进场,BUY,2023/3/1 12:30,23468.05,1,-53.52,-0.23,160508.08,-0.03,531.72,2.27,168.28,0.72
414,空头出场,BUY,2023/3/1 12:30,23468.05,1,14.61,0.06,160561.6,0.01,462.87,1.97,16.58,0.07
414,空头进场,SELL,2023/3/1 2:30,23483.13,1,14.61,0.06,160561.6,0.01,462.87,1.97,16.58,0.07
413,多头出场,SELL,2023/3/1 2:30,23483.13,1,-4.87,-0.02,160546.98,0,70.58,0.3,61.29,0.26
413,多头进场,BUY,2023/3/1 0:30,23487.53,1,-4.87,-0.02,160546.98,0,70.58,0.3,61.29,0.26
412,空头出场,BUY,2023/3/1 0:30,23487.53,1,-284.12,-1.22,160551.84,-0.15,96.88,0.42,396.35,1.71
412,空头进场,SELL,2023/2/28 2:30,23203.88,1,-284.12,-1.22,160551.84,-0.15,96.88,0.42,396.35,1.71
411,多头出场,SELL,2023/2/28 2:30,23203.88,1,158.4,0.69,160835.97,0.08,852.74,3.7,323.25,1.4
411,多头进场,BUY,2023/2/26 0:30,23045.02,1,158.4,0.69,160835.97,0.08,852.74,3.7,323.25,1.4
410,空头出场,BUY,2023/2/26 0:30,23045.02,1,856.43,3.58,160677.58,0.45,1060.49,4.44,103.32,0.43
410,空头进场,SELL,2023/2/24 20:30,23901.92,1,856.43,3.58,160677.58,0.45,1060.49,4.44,103.32,0.43
409,多头出场,SELL,2023/2/24 20:30,23901.92,1,55.36,0.23,159821.14,0.03,181.12,0.76,13.33,0.06
409,多头进场,BUY,2023/2/24 18:30,23846.08,1,55.36,0.23,159821.14,0.03,181.12,0.76,13.33,0.06
408,空头出场,BUY,2023/2/24 18:30,23846.08,1,4.12,0.02,159765.78,0,72.44,0.3,123.35,0.52
408,空头进场,SELL,2023/2/24 16:30,23850.68,1,4.12,0.02,159765.78,0,72.44,0.3,123.35,0.52
407,多头出场,SELL,2023/2/24 16:30,23850.68,1,-94.25,-0.39,159761.66,-0.05,187.66,0.78,190.66,0.8
407,多头进场,BUY,2023/2/24 8:30,23944.45,1,-94.25,-0.39,159761.66,-0.05,187.66,0.78,190.66,0.8
406,空头出场,BUY,2023/2/24 8:30,23944.45,1,-24.74,-0.1,159855.9,-0.01,194.85,0.81,149.92,0.63
406,空头进场,SELL,2023/2/24 0:30,23920.19,1,-24.74,-0.1,159855.9,-0.01,194.85,0.81,149.92,0.63
405,多头出场,SELL,2023/2/24 0:30,23920.19,1,-265.19,-1.1,159880.64,-0.14,414.45,1.71,577.14,2.39
405,多头进场,BUY,2023/2/23 8:30,24184.9,1,-265.19,-1.1,159880.64,-0.14,414.45,1.71,577.14,2.39
404,空头出场,BUY,2023/2/23 8:30,24184.9,1,580.82,2.35,160145.83,0.31,1191.27,4.81,24.04,0.1
404,空头进场,SELL,2023/2/21 18:30,24766.21,1,580.82,2.35,160145.83,0.31,1191.27,4.81,24.04,0.1
403,多头出场,SELL,2023/2/21 18:30,24766.21,1,293.92,1.2,159565.02,0.16,777.96,3.18,98.71,0.4
403,多头进场,BUY,2023/2/20 16:30,24471.8,1,293.92,1.2,159565.02,0.16,777.96,3.18,98.71,0.4
402,空头出场,BUY,2023/2/20 16:30,24471.8,1,65.06,0.27,159271.1,0.03,696.27,2.84,654.9,2.67
402,空头进场,SELL,2023/2/18 18:30,24537.35,1,65.06,0.27,159271.1,0.03,696.27,2.84,654.9,2.67
401,多头出场,SELL,2023/2/18 18:30,24537.35,1,164.53,0.68,159206.03,0.09,414.93,1.7,3.62,0.01
401,多头进场,BUY,2023/2/18 6:30,24372.33,1,164.53,0.68,159206.03,0.09,414.93,1.7,3.62,0.01
400,空头出场,BUY,2023/2/18 6:30,24372.33,1,99.31,0.41,159041.5,0.05,1132.52,4.63,549.22,2.24
400,空头进场,SELL,2023/2/17 4:30,24472.13,1,99.31,0.41,159041.5,0.05,1132.52,4.63,549.22,2.24
399,多头出场,SELL,2023/2/17 4:30,24472.13,1,2715.53,12.48,158942.19,1.46,3493.64,16.06,223.59,1.03
399,多头进场,BUY,2023/2/14 8:30,21756.14,1,2715.53,12.48,158942.19,1.46,3493.64,16.06,223.59,1.03
398,空头出场,BUY,2023/2/14 8:30,21756.14,1,21.5,0.1,156226.66,0.01,426.79,1.96,67.93,0.31
398,空头进场,SELL,2023/2/13 16:30,21778.08,1,21.5,0.1,156226.66,0.01,426.79,1.96,67.93,0.31
397,多头出场,SELL,2023/2/13 16:30,21778.08,1,-58.28,-0.27,156205.16,-0.03,58.85,0.27,73.14,0.33
